Data Set 1:Wavelength(nm),Data Set 1:Intensity,Data Set 2:Wavelength(nm),Data Set 2:Intensity,Data Set 3:Wavelength(nm),Data Set 3:Intensity,Data Set 4:Wavelength(nm),Data Set 4:Intensity,Data Set 5:Wavelength(nm),Data Set 5:Intensity,Data Set 6:Wavelength(nm),Data Set 6:Intensity,Data Set 7:Wavelength(nm),Data Set 7:Intensity,Data Set 8:Wavelength(nm),Data Set 8:Intensity,Data Set 9:Wavelength(nm),Data Set 9:Intensity,Data Set 10:Wavelength(nm),Data Set 10:Intensity
380.10000000000002,0.015525291828793772,380.10000000000002,0.014755092698558025,380.10000000000002,0.015578316929884794,380.10000000000002,0.015204852368963146,380.10000000000002,0.016002009104549731,380.10000000000002,0.014939091070929023,380.10000000000002,0.015430431576002646,380.10000000000002,0.015260293481854479,380.10000000000002,0.016059866229241368,380.10000000000002,0.015254189873095798
380.89999999999998,0.015031492925747901,380.89999999999998,0.014595296830362064,380.89999999999998,0.014921755126607495,380.89999999999998,0.015003941913989977,380.89999999999998,0.016086357586700916,380.89999999999998,0.015048871256241367,380.89999999999998,0.015212990513974723,380.89999999999998,0.015070827293303833,380.89999999999998,0.015930588404838804,380.89999999999998,0.015510202351584819
381.60000000000002,0.015051838288276831,381.60000000000002,0.01452324033807211,381.60000000000002,0.015208285648889904,381.60000000000002,0.014971728423319173,381.60000000000002,0.015739638700270425,381.60000000000002,0.015170943431414938,381.60000000000002,0.01514941125607182,381.60000000000002,0.014881784966472539,381.60000000000002,0.015894984020413176,381.60000000000002,0.015390673346727363
382.39999999999998,0.014703423954968931,382.39999999999998,0.014880131905767065,382.39999999999998,0.015178615328535218,382.39999999999998,0.01491577867636462,382.39999999999998,0.015816781533192614,382.39999999999998,0.015608368725786902,382.39999999999998,0.014820494561854143,382.39999999999998,0.015115756635555217,382.39999999999998,0.015672880479472375,382.39999999999998,0.015468663903088258
383.10000000000002,0.014995040817883571,383.10000000000002,0.015311623136068092,383.10000000000002,0.015880530335783256,383.10000000000002,0.014975119317073994,383.10000000000002,0.015562464501581007,383.10000000000002,0.015277756584691814,383.10000000000002,0.014702661003874096,383.10000000000002,0.015555725100243296,383.10000000000002,0.015614387562201704,383.10000000000002,0.015447470817120621
383.89999999999998,0.015307003043327142,383.89999999999998,0.015383679628358047,383.89999999999998,0.015040436408026247,383.89999999999998,0.015381178844213861,383.89999999999998,0.015648932292328954,383.89999999999998,0.015501555572510027,383.89999999999998,0.014688249705416106,383.89999999999998,0.015342946517128251,383.89999999999998,0.015533853835524695,383.89999999999998,0.01532539864194705
384.60000000000002,0.015323957512101249,384.60000000000002,0.015565940167679699,384.60000000000002,0.015649949560455397,384.60000000000002,0.015041241745293012,384.60000000000002,0.015410722006052747,384.60000000000002,0.014830158609055384,384.60000000000002,0.015376601137644856,384.60000000000002,0.015109822571484278,384.60000000000002,0.015561828709001973,384.60000000000002,0.015522070479726691
385.39999999999998,0.015518933903003481,385.39999999999998,0.015324338987648669,385.39999999999998,0.015739808244958166,385.39999999999998,0.015357442587930112,385.39999999999998,0.015325949662182212,385.39999999999998,0.015094648321931456,385.39999999999998,0.015656349872417624,385.39999999999998,0.014900434882124057,385.39999999999998,0.01537024321185456,385.39999999999998,0.0152541898730958
386.10000000000002,0.014777175894136293,386.10000000000002,0.015298059561048804,386.10000000000002,0.015816103354441648,386.10000000000002,0.015045480362486539,386.10000000000002,0.015412417452930158,386.10000000000002,0.014884412909132528,386.10000000000002,0.015868280732093964,386.10000000000002,0.015042004696387851,386.10000000000002,0.015659316904453088,386.10000000000002,0.015559370311029731
386.89999999999998,0.015422293430991071,386.89999999999998,0.015350618414248536,386.89999999999998,0.015494816171172319,386.89999999999998,0.015521053211600246,386.89999999999998,0.015331883726253149,386.89999999999998,0.015171791154853643,386.89999999999998,0.015307087815671017,386.89999999999998,0.014626620211422225,386.89999999999998,0.015785627696820188,386.89999999999998,0.015490704712494596
387.60000000000002,0.014988259030373928,387.60000000000002,0.015459974737841529,387.60000000000002,0.015032806897077899,387.60000000000002,0.015428651356781359,387.60000000000002,0.015430219645142971,387.60000000000002,0.015255715775285473,387.60000000000002,0.015246051728084232,387.60000000000002,0.014468943651823029,387.60000000000002,0.015964497342387019,387.60000000000002,0.015631426803319685
388.39999999999998,0.015599467629680489,388.39999999999998,0.015577808295821572,388.39999999999998,0.015287123928689507,388.39999999999998,0.015716877325941184,388.39999999999998,0.015732856912760784,388.39999999999998,0.015301492840975562,388.39999999999998,0.015340149029780524,388.39999999999998,0.014718174342802403,388.39999999999998,0.015875486381322954,388.39999999999998,0.015566152098539373
389.10000000000002,0.015371430024668748,389.10000000000002,0.014829268499444742,389.10000000000002,0.015032806897077899,389.10000000000002,0.01576095894475386,389.10000000000002,0.01591426972864373,389.10000000000002,0.015389656078600917,389.10000000000002,0.015608877359850124,389.10000000000002,0.015432805201631022,389.10000000000002,0.015739850631130099,389.10000000000002,0.015355068962301738
389.89999999999998,0.015552842840551695,389.89999999999998,0.0151395352780109,389.89999999999998,0.015712681094919596,389.89999999999998,0.015255715775285469,389.89999999999998,0.015889685748921276,389.89999999999998,0.015536312233496946,389.89999999999998,0.015708061002178652,389.89999999999998,0.015511643481430618,389.89999999999998,0.015895831743851882,389.89999999999998,0.015546654459449149
