Data Set 1:Wavelength(nm),Data Set 1:Intensity,Data Set 2:Wavelength(nm),Data Set 2:Intensity,Data Set 3:Wavelength(nm),Data Set 3:Intensity,Data Set 4:Wavelength(nm),Data Set 4:Intensity,Data Set 5:Wavelength(nm),Data Set 5:Intensity,Data Set 6:Wavelength(nm),Data Set 6:Intensity,Data Set 7:Wavelength(nm),Data Set 7:Intensity,Data Set 8:Wavelength(nm),Data Set 8:Intensity,Data Set 9:Wavelength(nm),Data Set 9:Intensity,Data Set 10:Wavelength(nm),Data Set 10:Intensity
380.10000000000002,0.015306706340123597,380.10000000000002,0.015566999821978079,380.10000000000002,0.014879199409984485,380.10000000000002,0.015273263650466672,380.10000000000002,0.015220111390859848,380.10000000000002,0.01528356349024694,380.10000000000002,0.014788662546730752,380.10000000000002,0.014244169782050302,380.10000000000002,0.014905012588693064,380.10000000000002,0.015075659316904456
380.89999999999998,0.015193535261056433,380.89999999999998,0.015394488102201538,380.89999999999998,0.01476602833091732,380.89999999999998,0.015285131778608548,380.89999999999998,0.015184083144714871,380.89999999999998,0.015035180522706269,380.89999999999998,0.015131566677687069,380.89999999999998,0.014397607724455972,380.89999999999998,0.01500546781617965,380.89999999999998,0.014740384696896487
381.60000000000002,0.015658935428905674,381.60000000000002,0.015046073768893638,381.60000000000002,0.014824521248187991,381.60000000000002,0.014972321829726272,381.60000000000002,0.015362105066842997,381.60000000000002,0.015534489628103724,381.60000000000002,0.015072226036977695,381.60000000000002,0.014797733187524902,381.60000000000002,0.015301323296287819,381.60000000000002,0.014616617074845503
382.39999999999998,0.01541648652543594,382.39999999999998,0.015040987428261406,382.39999999999998,0.014872841484194196,382.39999999999998,0.015118130261183593,382.39999999999998,0.015414663920042728,382.39999999999998,0.015351381365343367,382.39999999999998,0.015199384552783499,382.39999999999998,0.014875723743885794,382.39999999999998,0.014776582487729202,382.39999999999998,0.014712409823419209
383.10000000000002,0.015694539813331299,383.10000000000002,0.015102871239286896,383.10000000000002,0.015027127150038568,383.10000000000002,0.015297847630189126,383.10000000000002,0.015564710968693574,383.10000000000002,0.015926137856785597,383.10000000000002,0.014928113052397784,383.10000000000002,0.015018141281588295,383.10000000000002,0.014932563600450989,383.10000000000002,0.015280384527351797
383.89999999999998,0.015516517891203176,383.89999999999998,0.015413138017853056,383.89999999999998,0.014873689207632901,383.89999999999998,0.015269872756711851,383.89999999999998,0.015570645032764513,383.89999999999998,0.015527707840594084,383.89999999999998,0.01482977713350796,383.89999999999998,0.014829098954757,383.89999999999998,0.01504022447716657,383.89999999999998,0.015510965302679657
384.60000000000002,0.015548731381873978,384.60000000000002,0.015572510024329661,384.60000000000002,0.014979654637471071,384.60000000000002,0.015300390800505244,384.60000000000002,0.016019938455278351,384.60000000000002,0.015335274620007968,384.60000000000002,0.015001017268126445,384.60000000000002,0.015158015648974676,384.60000000000002,0.015297932402532995,384.60000000000002,0.01565423056382086
385.39999999999998,0.015580097149106076,385.39999999999998,0.015226638861337877,385.39999999999998,0.014944050253045444,385.39999999999998,0.015111348473673947,385.39999999999998,0.016319184829141343,385.39999999999998,0.01536748811067877,385.39999999999998,0.014664471062960418,385.39999999999998,0.015336885294541509,385.39999999999998,0.015066503903766435,385.39999999999998,0.015343963785254698
386.10000000000002,0.015010426998296076,386.10000000000002,0.015402117613149885,386.10000000000002,0.014915227656129465,386.10000000000002,0.015372447292795199,386.10000000000002,0.015883454981646786,386.10000000000002,0.01509367343997694,386.10000000000002,0.014897595008604393,386.10000000000002,0.014868941956376152,386.10000000000002,0.014893568322270543,386.10000000000002,0.015200698524113496
386.89999999999998,0.014701855666607325,386.89999999999998,0.015413138017853056,386.89999999999998,0.014916923103006876,386.89999999999998,0.015860735993489486,386.89999999999998,0.015960597814568975,386.89999999999998,0.016004976136585202,386.89999999999998,0.015058662461958409,386.89999999999998,0.014444232513584768,386.89999999999998,0.01515890575858532,386.89999999999998,0.01500063579257903
387.60000000000002,0.01474339411510389,387.60000000000002,0.016037062468740201,387.60000000000002,0.014797394098149421,387.60000000000002,0.015857345099734663,387.60000000000002,0.015618117545332013,387.60000000000002,0.015475996710833056,387.60000000000002,0.01537232013427939,387.60000000000002,0.014316226274340258,387.60000000000002,0.015219094122733399,387.60000000000002,0.0150591287098497
388.39999999999998,0.015402922950416656,388.39999999999998,0.015944660613921316,388.39999999999998,0.014961004721819554,388.39999999999998,0.016249841051855243,388.39999999999998,0.015801225808092369,388.39999999999998,0.01595919907089511,388.39999999999998,0.015522367182930239,388.39999999999998,0.014918957639259767,388.39999999999998,0.01512245365072099,388.39999999999998,0.015232912014784297
389.10000000000002,0.015604681128828532,389.10000000000002,0.015728491137051447,389.10000000000002,0.014842323440400802,389.10000000000002,0.015847172418470199,389.10000000000002,0.015384993599688042,389.10000000000002,0.015557378160948772,389.10000000000002,0.01525363885286064,389.10000000000002,0.015207183608419588,389.10000000000002,0.015154667141391793,389.10000000000002,0.015190525842849028
389.89999999999998,0.015530929189661166,389.89999999999998,0.016098946279765689,389.89999999999998,0.015256012478489015,389.89999999999998,0.016171850495494352,389.89999999999998,0.015125590227444202,389.89999999999998,0.016022778328798015,389.89999999999998,0.015050185227571355,389.89999999999998,0.015114781753600707,389.89999999999998,0.015120758203843577,389.89999999999998,0.015640666988801573
390.60000000000002,0.015643676407008977,390.60000000000002,0.015488585403897834,390.60000000000002,0.015077142832922186,390.60000000000002,0.015472478658562433,390.60000000000002,0.015563015521816166,390.60000000000002,0.015949026389630649,390.60000000000002,0.014748395683392247,390.60000000000002,0.015207183608419588,390.60000000000002,0.015438654493358087,390.60000000000002,0.015466035960428271
391.39999999999998,0.015817459711943579,391.39999999999998,0.016081991810991583,391.39999999999998,0.015282291905088884,391.39999999999998,0.015582682705594129,391.39999999999998,0.015517238456126075,391.39999999999998,0.015990564838127209,391.39999999999998,0.014800106813153274,391.39999999999998,0.015312301314819053,391.39999999999998,0.015207225994591523,391.39999999999998,0.015387197680628672
392.10000000000002,0.015556360892822326,392.10000000000002,0.01517153683782203,392.10000000000002,0.014790612310639778,392.10000000000002,0.015256309181692565,392.10000000000002,0.015477395454506921,392.10000000000002,0.015887142578605157,392.10000000000002,0.014579698719089882,392.10000000000002,0.015574247857379007,392.10000000000002,0.015399659215177641,392.10000000000002,0.014947229215940593
392.89999999999998,0.015057051787424868,392.89999999999998,0.015689495858871007,392.89999999999998,0.014777048735620489,392.89999999999998,0.015246984223866805,392.89999999999998,0.014699185337775407,392.89999999999998,0.015508210201503858,392.89999999999998,0.014864533794494881,392.89999999999998,0.015087654603562135,392.89999999999998,0.015210616888346344,392.89999999999998,0.01487432500021193
